year,type,discipline,event,as,athlete_id,noc,medal
1936,Winter,Speed Skating (Skating),"10,000 metres, Men",Max Stiepl,97852,AUT,Bronze
1994,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Fredrik Stillman,97857,SWE,Gold
1936,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Archie Stinchcombe,97858,GBR,Gold
1980,Winter,Alpine Skiing (Skiing),"Downhill, Men",Leonhard Stock,97861,AUT,Gold
1988,Winter,Bobsleigh (Bobsleigh),"Four, Men",Werner Stocker,97863,SUI,Gold
1994,Winter,Figure Skating (Skating),"Singles, Men",Elvis Stojko,97868,CAN,Silver
1998,Winter,Figure Skating (Skating),"Singles, Men",Elvis Stojko,97868,CAN,Silver
1964,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Roland Stoltz,97874,SWE,Silver
1998,Winter,Nordic Combined (Skiing),"Individual, Men",Valery Stolyarov,97875,RUS,Bronze
1994,Winter,Speed Skating (Skating),"5,000 metres, Men",Kjell Storelid,97880,NOR,Silver
1994,Winter,Speed Skating (Skating),"10,000 metres, Men",Kjell Storelid,97880,NOR,Silver
1976,Winter,Speed Skating (Skating),"1,500 metres, Men",Jan Egil Storholt,97882,NOR,Gold
1984,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men",Rolf Storsveen,97883,NOR,Silver
1948,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Vilibald Šťovík,97885,TCH,Silver
1994,Winter,Alpine Skiing (Skiing),"Combined, Men",Harald Christian Strand Nilsen,97888,NOR,Bronze
1980,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Eric Strobel,97901,USA,Gold
1932,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Georg Strobl,97902,GER,Bronze
1988,Winter,Alpine Skiing (Skiing),"Giant Slalom, Men",Hubert Strolz,97903,AUT,Silver
1988,Winter,Alpine Skiing (Skiing),"Combined, Men",Hubert Strolz,97903,AUT,Gold
1994,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Mika Strömberg,97916,FIN,Bronze
1924,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men",Thoralf Strømstad,97917,NOR,Silver
1924,Winter,Cross Country Skiing (Skiing),"Individual, Men",Thoralf Strømstad,97917,NOR,Silver
1936,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men","Frank Stubbs, Jr.",97920,USA,Bronze
1968,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Jan Suchý,97938,TCH,Silver
1928,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Kurt Sucksdorff,97940,SWE,Silver
1988,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Kai Suikkanen,97951,FIN,Silver
1952,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Frank Sullivan,97956,CAN,Gold
1928,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Frank Sullivan,97957,CAN,Gold
1928,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Joe Sullivan,97958,CAN,Gold
1988,Winter,Nordic Combined (Skiing),"Team, Men",Klaus Sulzenbacher,97960,AUT,Bronze
1988,Winter,Nordic Combined (Skiing),"Individual, Men",Klaus Sulzenbacher,97960,AUT,Silver
1992,Winter,Nordic Combined (Skiing),"Team, Men",Klaus Sulzenbacher,97960,AUT,Bronze
1992,Winter,Nordic Combined (Skiing),"Individual, Men",Klaus Sulzenbacher,97960,AUT,Bronze
1972,Winter,Figure Skating (Skating),"Pairs, Mixed",Andrey Suraykin,97981,URS,Silver
1988,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Timo Susi,97982,FIN,Silver
1980,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Rob Suter,97983,USA,Gold
1932,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Hugh Sutherland,97985,CAN,Gold
1972,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men",Juhani Suutarinen,97990,FIN,Silver
1976,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men",Juhani Suutarinen,97990,FIN,Silver
1984,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men",Gunde Svan,98002,SWE,Gold
1984,Winter,Cross Country Skiing (Skiing),"30 kilometres, Men",Gunde Svan,98002,SWE,Bronze
1984,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men",Gunde Svan,98002,SWE,Silver
1984,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Gunde Svan,98002,SWE,Gold
1988,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men",Gunde Svan,98002,SWE,Gold
1988,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Gunde Svan,98002,SWE,Gold
1988,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Ladislav Švanda,98004,TCH,Bronze
1992,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Róbert Švehla,98010,TCH,Bronze
1964,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Kjell Svensson,98017,SWE,Silver
1952,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Lars Svensson,98018,SWE,Bronze
1994,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Magnus Svensson,98019,SWE,Gold
1964,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Stanislav Sventek,98020,TCH,Bronze
1988,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Sergey Svetlov,98022,URS,Gold
1992,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Oldřich Svoboda,98027,TCH,Bronze
1984,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Radoslav Svoboda,98028,TCH,Silver
1998,Winter,Alpine Skiing (Skiing),"Slalom, Men",Thomas Sykora,98047,AUT,Bronze
1924,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Frank Synnott,98050,USA,Silver
1994,Winter,Bobsleigh (Bobsleigh),"Four, Men",Alexander Szelig,98068,GER,Gold
1932,Winter,Figure Skating (Skating),"Pairs, Mixed",László Szollás,98074,HUN,Bronze
1936,Winter,Figure Skating (Skating),"Pairs, Mixed",László Szollás,98074,HUN,Bronze
1984,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men",Kjell Søbak,98084,NOR,Silver
1976,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men",Benny Södergren,98086,SWE,Bronze
1984,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Håkan Södergren,98087,SWE,Bronze
1988,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Håkan Södergren,98087,SWE,Bronze
1980,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Dan Söderström,98089,SWE,Bronze
1992,Winter,Speed Skating (Skating),"1,500 metres, Men",Ådne Søndrål,98094,NOR,Silver
1998,Winter,Speed Skating (Skating),"1,500 metres, Men",Ådne Søndrål,98094,NOR,Gold
2022,Winter,Alpine Skiing (Skiing),"Team, Mixed",Katharina Liensberger,136698,AUT,Gold
1988,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Simo Saarinen,98103,FIN,Silver
1932,Winter,Cross Country Skiing (Skiing),"18 kilometres, Men",Veli Saarinen,98104,FIN,Bronze
1932,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men",Veli Saarinen,98104,FIN,Gold
1968,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Hannu Taipale,98112,FIN,Bronze
1972,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Rudy Tajcnár,98114,TCH,Bronze
1988,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Jukka Tammi,98141,FIN,Silver
1994,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Jukka Tammi,98141,FIN,Bronze
1994,Winter,Biathlon,"10 kilometres Sprint, Men",Sergey Tarasov,98167,RUS,Bronze
1994,Winter,Biathlon,"20 kilometres, Men",Sergey Tarasov,98167,RUS,Gold
1994,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men",Sergey Tarasov,98167,RUS,Silver
1998,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men",Sergey Tarasov,98167,RUS,Bronze
1998,Winter,Bobsleigh (Bobsleigh),"Two, Men",Antonio Tartaglia,98170,ITA,Gold
1988,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men",Gottlieb Taschler,98171,ITA,Bronze
1948,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Irving Taylor,98183,CAN,Gold
1928,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Ross Taylor,98187,CAN,Gold
1988,Winter,Ski Jumping (Skiing),"Large Hill, Team, Men",Miran Tepeš,98197,YUG,Silver
1956,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men",Fyodor Terentyev,98204,URS,Bronze
1956,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Fyodor Terentyev,98204,URS,Gold
1976,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Pertti Teurajärvi,98212,FIN,Gold
1980,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Pertti Teurajärvi,98212,FIN,Bronze
1964,Winter,Bobsleigh (Bobsleigh),"Four, Men",Erwin Thaler,98214,AUT,Silver
1968,Winter,Bobsleigh (Bobsleigh),"Four, Men",Erwin Thaler,98214,AUT,Silver
1964,Winter,Luge,"Doubles, Open",Helmut Thaler,98215,AUT,Silver
1924,Winter,Ski Jumping (Skiing),"Large Hill, Individual, Men",Jacob Tullin Thams,98216,NOR,Gold
1976,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Rudi Thanner,98217,FRG,Bronze
1956,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Gerry Théberge,98219,CAN,Bronze
1984,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Mats Thelin,98220,SWE,Bronze
1984,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Michael Thelvén,98221,SWE,Bronze
1994,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Chris Therien,98224,CAN,Silver
1994,Winter,Ski Jumping (Skiing),"Normal Hill, Individual, Men",Dieter Thoma,98234,GER,Bronze
1994,Winter,Ski Jumping (Skiing),"Large Hill, Team, Men",Dieter Thoma,98234,GER,Gold
1998,Winter,Ski Jumping (Skiing),"Large Hill, Team, Men",Dieter Thoma,98234,GER,Silver
1960,Winter,Nordic Combined (Skiing),"Individual, Men",Georg Thoma,98235,GER,Gold
1964,Winter,Nordic Combined (Skiing),"Individual, Men",Georg Thoma,98235,GER,Bronze
1968,Winter,Speed Skating (Skating),"500 metres, Men",Magne Thomassen,98241,NOR,Silver
1936,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Bill Thomson,98245,CAN,Silver
1998,Winter,Luge,"Doubles, Open",Chris Thorpe,98254,USA,Silver
2022,Winter,Alpine Skiing (Skiing),"Team, Mixed",Stefan Brennsteiner,136702,AUT,Gold
1992,Winter,Alpine Skiing (Skiing),"Super G, Men",Jan Einar Thorsen,98255,NOR,Bronze
1924,Winter,Speed Skating (Skating),"500 metres, Men",Clas Thunberg,98260,FIN,Bronze
1924,Winter,Speed Skating (Skating),"1,500 metres, Men",Clas Thunberg,98260,FIN,Gold
1924,Winter,Speed Skating (Skating),"5,000 metres, Men",Clas Thunberg,98260,FIN,Gold
1924,Winter,Speed Skating (Skating),"10,000 metres, Men",Clas Thunberg,98260,FIN,Silver
1924,Winter,Speed Skating (Skating),"Allround, Men",Clas Thunberg,98260,FIN,Gold
1928,Winter,Speed Skating (Skating),"500 metres, Men",Clas Thunberg,98260,FIN,Gold
1928,Winter,Speed Skating (Skating),"1,500 metres, Men",Clas Thunberg,98260,FIN,Gold
1952,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Sven Thunman,98261,SWE,Bronze
1972,Winter,Alpine Skiing (Skiing),"Giant Slalom, Men",Gustavo Thoeni,98263,ITA,Gold
1972,Winter,Alpine Skiing (Skiing),"Slalom, Men",Gustavo Thoeni,98263,ITA,Silver
1976,Winter,Alpine Skiing (Skiing),"Slalom, Men",Gustavo Thoeni,98263,ITA,Silver
1972,Winter,Alpine Skiing (Skiing),"Slalom, Men",Rolando Thoeni,98264,ITA,Bronze
1964,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men",Arto Tiainen,98265,FIN,Bronze
1964,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Arto Tiainen,98265,FIN,Silver
1994,Winter,Bobsleigh (Bobsleigh),"Two, Men",Stefano Ticci,98267,ITA,Bronze
1980,Winter,Figure Skating (Skating),"Singles, Men",Charlie Tickner,98269,USA,Bronze
1964,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",František Tikal,98274,TCH,Bronze
1968,Winter,Biathlon,"20 kilometres, Men",Aleksandr Tikhonov,98275,URS,Silver
1968,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men",Aleksandr Tikhonov,98275,URS,Gold
1972,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men",Aleksandr Tikhonov,98275,URS,Gold
1976,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men",Aleksandr Tikhonov,98275,URS,Gold
1980,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men",Aleksandr Tikhonov,98275,URS,Gold
1992,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Dave Tippett,98278,CAN,Silver
2022,Winter,Alpine Skiing (Skiing),"Team, Mixed",Michael Matt,136706,AUT,Gold
1988,Winter,Alpine Skiing (Skiing),"Giant Slalom, Men",Alberto Tomba,98310,ITA,Gold
1988,Winter,Alpine Skiing (Skiing),"Slalom, Men",Alberto Tomba,98310,ITA,Gold
1992,Winter,Alpine Skiing (Skiing),"Giant Slalom, Men",Alberto Tomba,98310,ITA,Gold
1992,Winter,Alpine Skiing (Skiing),"Slalom, Men",Alberto Tomba,98310,ITA,Silver
1994,Winter,Alpine Skiing (Skiing),"Slalom, Men",Alberto Tomba,98310,ITA,Silver
1988,Winter,Bobsleigh (Bobsleigh),"Four, Men",Juris Tone,98321,URS,Bronze
1988,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Jari Torkki,98331,FIN,Silver
1928,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Bibi Torriani,98337,SUI,Bronze
1948,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Bibi Torriani,98337,SUI,Bronze
1992,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Radek Ťoupal,98347,TCH,Bronze
1992,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Andrey Trefilov,98364,EUN,Gold
1998,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Andrey Trefilov,98364,RUS,Silver
1956,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Ivan Tregubov,98365,URS,Gold
1948,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Hans-Martin Trepp,98370,SUI,Bronze
1972,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Vladislav Tretyak,98374,URS,Gold
1976,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Vladislav Tretyak,98374,URS,Gold
1980,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Vladislav Tretyak,98374,URS,Silver
1984,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Vladislav Tretyak,98374,URS,Gold
1998,Winter,Alpine Skiing (Skiing),"Downhill, Men",Hannes Trinkl,98377,AUT,Bronze
1992,Winter,Alpine Skiing (Skiing),"Slalom, Men",Michael Tritscher,98378,AUT,Bronze
1948,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Ladislav Troják,98381,TCH,Silver
1928,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Dave Trottier,98386,CAN,Gold
1948,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Josef Trousílek,98387,TCH,Silver
1984,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Sergey Shepelyev,98403,URS,Gold
1960,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Yury Tsitsinov,98405,URS,Bronze
1972,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Gennady Tsygankov,98412,URS,Gold
1976,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Gennady Tsygankov,98412,URS,Gold
1928,Winter,Bobsleigh (Bobsleigh),"Four/Five, Men",Nion Tucker,98421,USA,Gold
1988,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Pekka Tuomisto,98426,FIN,Silver
1992,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Brian Tutt,98440,CAN,Silver
1968,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Pål Tyldum,98447,NOR,Gold
1972,Winter,Cross Country Skiing (Skiing),"30 kilometres, Men",Pål Tyldum,98447,NOR,Silver
1972,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men",Pål Tyldum,98447,NOR,Gold
1972,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Pål Tyldum,98447,NOR,Silver
1976,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Pål Tyldum,98447,NOR,Silver
1956,Winter,Bobsleigh (Bobsleigh),"Four, Men",Art Tyler,98448,USA,Bronze
1948,Winter,Bobsleigh (Bobsleigh),"Four, Men",Frank Tyler,98449,USA,Gold
1960,Winter,Biathlon,"20 kilometres, Men",Antti Tyrväinen,98456,FIN,Silver
1984,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Viktor Tyumenev,98457,URS,Gold
1948,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Nils Täpp,98460,SWE,Gold
1952,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Nils Täpp,98460,SWE,Bronze
1980,Winter,Ski Jumping (Skiing),"Large Hill, Individual, Men",Jouko Törmänen,98461,FIN,Gold
1956,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Dmitry Ukolov,98471,URS,Gold
1988,Winter,Ski Jumping (Skiing),"Large Hill, Team, Men",Primož Ulaga,98472,YUG,Silver
1972,Winter,Figure Skating (Skating),"Pairs, Mixed",Aleksey Ulanov,98473,URS,Gold
1976,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men",Frank Ullrich,98475,GDR,Bronze
1980,Winter,Biathlon,"10 kilometres Sprint, Men",Frank Ullrich,98475,GDR,Gold
1980,Winter,Biathlon,"20 kilometres, Men",Frank Ullrich,98475,GDR,Silver
1980,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men",Frank Ullrich,98475,GDR,Silver
1988,Winter,Cross Country Skiing (Skiing),"30 kilometres, Men",Vegard Ulvang,98479,NOR,Bronze
1992,Winter,Cross Country Skiing (Skiing),"10 kilometres, Men",Vegard Ulvang,98479,NOR,Gold
1992,Winter,Cross Country Skiing (Skiing),"30 kilometres, Men",Vegard Ulvang,98479,NOR,Gold
1992,Winter,Cross Country Skiing (Skiing),"10/15 kilometres Pursuit, Men",Vegard Ulvang,98479,NOR,Silver
1992,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Vegard Ulvang,98479,NOR,Gold
1994,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Vegard Ulvang,98479,NOR,Silver
1994,Winter,Figure Skating (Skating),"Singles, Men",Aleksey Urmanov,98495,RUS,Gold
1964,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Ivan Utrobin,98502,URS,Bronze
1932,Winter,Cross Country Skiing (Skiing),"18 kilometres, Men",Sven Utterström,98503,SWE,Gold
1972,Winter,Bobsleigh (Bobsleigh),"Two, Men",Peter Utzschneider,98504,FRG,Gold
1972,Winter,Bobsleigh (Bobsleigh),"Four, Men",Peter Utzschneider,98504,FRG,Bronze
1976,Winter,Bobsleigh (Bobsleigh),"Four, Men",Peter Utzschneider,98504,FRG,Bronze
1956,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Aleksandr Uvarov,98505,URS,Gold
1984,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Eduard Uvíra,98506,TCH,Silver
1960,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Gennady Vaganov,98510,URS,Bronze
1964,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Gennady Vaganov,98510,URS,Bronze
1998,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Fulvio Valbusa,98515,ITA,Silver
2022,Winter,Alpine Skiing (Skiing),"Team, Mixed",Lena Dürr,137235,GER,Silver
1924,Winter,Bobsleigh (Bobsleigh),"Four/Five, Men",Paul Van den Broek,98529,BEL,Bronze
1952,Winter,Speed Skating (Skating),"1,500 metres, Men",Wim van der Voort,98537,NED,Silver
1976,Winter,Speed Skating (Skating),"1,500 metres, Men",Hans van Helden,98546,NED,Bronze
1976,Winter,Speed Skating (Skating),"5,000 metres, Men",Hans van Helden,98546,NED,Bronze
1976,Winter,Speed Skating (Skating),"10,000 metres, Men",Hans van Helden,98546,NED,Bronze
2022,Winter,Alpine Skiing (Skiing),"Team, Mixed",Alex Schmid,137243,GER,Silver
1928,Winter,Figure Skating (Skating),"Singles, Men",Robert Van Zeebroeck,98559,BEL,Bronze
1952,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Al Van,98560,USA,Silver
1924,Winter,Cross Country Skiing (Skiing),"Military Ski Patrol, Men",Adrien Vandelle,98563,FRA,Bronze
1948,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men",Benjam Vanninen,98566,FIN,Bronze
1992,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men",Giorgio Vanzetta,98569,ITA,Bronze
1992,Winter,Cross Country Skiing (Skiing),"10/15 kilometres Pursuit, Men",Giorgio Vanzetta,98569,ITA,Bronze
1992,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Giorgio Vanzetta,98569,ITA,Silver
1994,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Giorgio Vanzetta,98569,ITA,Gold
1994,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Petri Varis,98574,FIN,Bronze
1984,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men",Dmitry Vasilyev,98582,URS,Gold
1988,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men",Dmitry Vasilyev,98582,URS,Gold
1984,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Mikhail Vasilyev,98583,URS,Gold
1984,Winter,Figure Skating (Skating),"Pairs, Mixed",Oleg Vasilyev,98584,URS,Gold
1988,Winter,Figure Skating (Skating),"Pairs, Mixed",Oleg Vasilyev,98584,URS,Silver
1972,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Valery Vasilyev,98585,URS,Gold
1976,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Valery Vasilyev,98585,URS,Gold
1980,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Valery Vasilyev,98585,URS,Silver
1968,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men",Vyacheslav Vedenin,98594,URS,Silver
1972,Winter,Cross Country Skiing (Skiing),"30 kilometres, Men",Vyacheslav Vedenin,98594,URS,Gold
1972,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men",Vyacheslav Vedenin,98594,URS,Bronze
1972,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Vyacheslav Vedenin,98594,URS,Gold
2022,Winter,Alpine Skiing (Skiing),"Team, Mixed",Linus Straßer,137245,GER,Silver
2022,Winter,Alpine Skiing (Skiing),"Team, Mixed",Katharina Huber,147836,AUT,Gold
2022,Winter,Alpine Skiing (Skiing),"Team, Mixed",Katharina Truppe,147840,AUT,Gold
1992,Winter,Speed Skating (Skating),"10,000 metres, Men",Bart Veldkamp,98602,NED,Gold
1994,Winter,Speed Skating (Skating),"10,000 metres, Men",Bart Veldkamp,98602,NED,Bronze
1998,Winter,Speed Skating (Skating),"5,000 metres, Men",Bart Veldkamp,98602,BEL,Bronze
1980,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Phil Verchota,98611,USA,Gold
1964,Winter,Speed Skating (Skating),"1,500 metres, Men",Kees Verkerk,98618,NED,Silver
1968,Winter,Speed Skating (Skating),"1,500 metres, Men",Kees Verkerk,98618,NED,Gold
1968,Winter,Speed Skating (Skating),"5,000 metres, Men",Kees Verkerk,98618,NED,Silver
1972,Winter,Speed Skating (Skating),"10,000 metres, Men",Kees Verkerk,98618,NED,Silver
1924,Winter,Bobsleigh (Bobsleigh),"Four/Five, Men",Victor Verschueren,98621,BEL,Bronze
1992,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Peter Veselovský,98623,TCH,Bronze
1992,Winter,Ski Jumping (Skiing),"Normal Hill, Individual, Men",Ernst Vettori,98632,AUT,Gold
1992,Winter,Ski Jumping (Skiing),"Large Hill, Team, Men",Ernst Vettori,98632,AUT,Silver
1956,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Arvo Viitanen,98642,FIN,Silver
1994,Winter,Nordic Combined (Skiing),"Team, Men",Bjarte Engen Vik,98643,NOR,Silver
1994,Winter,Nordic Combined (Skiing),"Individual, Men",Bjarte Engen Vik,98643,NOR,Bronze
1998,Winter,Nordic Combined (Skiing),"Team, Men",Bjarte Engen Vik,98643,NOR,Gold
1998,Winter,Nordic Combined (Skiing),"Individual, Men",Bjarte Engen Vik,98643,NOR,Gold
1968,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Vladimir Vikulov,98646,URS,Gold
1972,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Vladimir Vikulov,98646,URS,Gold
1928,Winter,Nordic Combined (Skiing),"Individual, Men",Hans Vinjarengen,98658,NOR,Silver
1932,Winter,Nordic Combined (Skiing),"Individual, Men",Hans Vinjarengen,98658,NOR,Bronze
1994,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Hannu Virta,98661,FIN,Bronze
1988,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Jukka Virtanen,98662,FIN,Silver
1988,Winter,Speed Skating (Skating),"5,000 metres, Men",Leo Visser,98668,NED,Silver
1988,Winter,Speed Skating (Skating),"10,000 metres, Men",Leo Visser,98668,NED,Bronze
1992,Winter,Speed Skating (Skating),"1,500 metres, Men",Leo Visser,98668,NED,Bronze
1992,Winter,Speed Skating (Skating),"5,000 metres, Men",Leo Visser,98668,NED,Bronze
